id,title,description,category,type,collection,is_new,subtype,manufacturer,catalog_id,finishes,position,sizes,thickness,material,shape,cut,diameter,length,width,height,source
698,Perla — Culori de poezie,"COLORELE POEZIEI, șase suprafețe intense, evocative care transmit caracterul și personalitatea fiecărui spațiu. Elementul cheie al acestei colecții este culoarea, care apare prin efecte de aquarelă și variații marcate în tonuri pe mici plăci ceramice lucioase – 10x10 și 7,5x15 - asemănătoare cu mici plăci de majolică manual lucrate. Culorile sunt inspirate de natură, de regiunile sudice ale lumii și de întâlnirile cu diferite culturi care au fost întotdeauna parte a călătoriei stilistice a lui Paola Navone.",ceramice,BRICK,Poetry Colors,False,ABK,ABK,,,,"7, 5x15, 10x10",,Plăci de perete din corp alb,,,,,,,abk
699,Fum — Culori de poezie,"COLORELE POEZIEI, șase suprafețe intense, evocative care transmit caracterul și personalitatea fiecărui spațiu. Elementul cheie al acestei colecții este culoarea, care apare prin efecte de aquarelă și variații marcate în tonuri pe mici plăci ceramice lucioase – 10x10 și 7,5x15 - asemănătoare cu mici plăci de majolică manual lucrate. Culorile sunt inspirate de natură, de regiunile sudice ale lumii și de întâlnirile cu diferite culturi care au fost întotdeauna parte a călătoriei stilistice a lui Paola Navone.",ceramice,BRICK,Poetry Colors,False,ABK,ABK,,,,"7, 5x15, 10x10",,Plăci de perete din corp alb,,,,,,,abk
700,Roșu — Culori de poezie,"COLORELE POEZIEI, șase suprafețe intense, evocative care transmit caracterul și personalitatea fiecărui spațiu. Elementul cheie al acestei colecții este culoarea, care apare prin efecte de aquarelă și variații marcate în tonuri pe mici plăci ceramice lucioase – 10x10 și 7,5x15 - asemănătoare cu mici plăci de majolică manual lucrate. Culorile sunt inspirate de natură, de regiunile sudice ale lumii și de întâlnirile cu diferite culturi care au fost întotdeauna parte a călătoriei stilistice a lui Paola Navone.",ceramice,BRICK,Poetry Colors,False,ABK,ABK,,,,"7, 5x15, 10x10",,Plăci de perete din corp alb,,,,,,,abk
701,Izol de cal,"Un textură fină, asemănătoare nisipului, inspirată de peisaje naturale. Această paletă desprinde nuanțele alb, roșu și negru ale plajelor de nisip, exprimate prin tonuri complementare precum Hay, Powder și Concrete—terenuri, solide și radiant.",ceramice,DÉCOR,Sandy,False,MOOOI BY ABK,MOOOI BY ABK,,,Pe perete,"120x120, 120x280, 60x120, 60x60","6 mm, 8,5 mm",Porțelan,,,,,,,abk
702,Izol de iarbă,"Un textură fină, asemănătoare nisipului, inspirată de peisaje naturale. Această paletă desprinde nuanțele alb, roșu și negru ale plajelor de nisip, exprimate prin tonuri complementare precum Hay, Powder și Concrete—terenuri, solide și radiant.",ceramice,DÉCOR,Sandy,False,MOOOI BY ABK,MOOOI BY ABK,,,Pe perete,"120x120, 120x280, 60x120, 60x60","6 mm, 8,5 mm",Porțelan,,,,,,,abk
703,Izol de pulbere,"Un textură fină, asemănătoare nisipului, inspirată de peisaje naturale. Această paletă desprinde nuanțele alb, roșu și negru ale plajelor de nisip, exprimate prin tonuri complementare precum Hay, Powder și Concrete—terenuri, solide și radiant.",ceramice,DÉCOR,Sandy,False,MOOOI BY ABK,MOOOI BY ABK,,,Pe perete,"120x120, 120x280, 60x120, 60x60","6 mm, 8,5 mm",Porțelan,,,,,,,abk
704,Izol de teracotă,"Un textură fină, asemănătoare nisipului, inspirată de peisaje naturale. Această paletă desprinde nuanțele alb, roșu și negru ale plajelor de nisip, exprimate prin tonuri complementare precum Hay, Powder și Concrete—terenuri, solide și radiant.",ceramice,DÉCOR,Sandy,False,MOOOI BY ABK,MOOOI BY ABK,,,Pe perete,"120x120, 120x280, 60x120, 60x60","6 mm, 8,5 mm",Porțelan,,,,,,,abk
705,Izol de beton,"Un textură fină, asemănătoare nisipului, inspirată de peisaje naturale. Această paletă desprinde nuanțele alb, roșu și negru ale plajelor de nisip, exprimate prin tonuri complementare precum Hay, Powder și Concrete—terenuri, solide și radiant.",ceramice,DÉCOR,Sandy,False,MOOOI BY ABK,MOOOI BY ABK,,,Pe perete,"120x120, 120x280, 60x120, 60x60","6 mm, 8,5 mm",Porțelan,,,,,,,abk
706,Izol de vulcan,"Un textură fină, asemănătoare nisipului, inspirată de peisaje naturale. Această paletă desprinde nuanțele alb, roșu și negru ale plajelor de nisip, exprimate prin tonuri complementare precum Hay, Powder și Concrete—terenuri, solide și radiant.",ceramice,DÉCOR,Sandy,False,MOOOI BY ABK,MOOOI BY ABK,,,Pe perete,"120x120, 120x280, 60x120, 60x60","6 mm, 8,5 mm",Porțelan,,,,,,,abk
707,Izol de cal,"O suprafață inspirată de frumusețea organică a ouălor—marcată cu delicate zgârieturi, crăpături subtile și fragmente teracotă. Fiecare placă captură o textură minimalistă ancorată în imperfecțiunile tăcute ale naturii.",ceramice,DÉCOR,Egg Scape,False,MOOOI BY ABK,MOOOI BY ABK,,,Pe perete,"120x120, 60x120, 60x60","8,5 mm",Porțelan,,,,,,,abk
708,Pulbere — Scena de ou,"O suprafață inspirată de frumusețea organică a ouălor—marcată cu delicate zgârieturi, crăpături subtile și fragmente teracotă. Fiecare placă captură o textură minimalistă ancorată în imperfecțiunile tăcute ale naturii.",ceramice,DÉCOR,Egg Scape,False,MOOOI BY ABK,MOOOI BY ABK,,,Pe perete,"120x120, 60x120, 60x60","8,5 mm",Porțelan,,,,,,,abk
709,Beton — Scena de ou,"O suprafață inspirată de frumusețea organică a ouălor—marcată cu delicate zgârieturi, crăpături subtile și fragmente teracotă. Fiecare placă captură o textură minimalistă ancorată în imperfecțiunile tăcute ale naturii.",ceramice,DÉCOR,Egg Scape,False,MOOOI BY ABK,MOOOI BY ABK,,,Pe perete,"120x120, 60x120, 60x60","8,5 mm",Porțelan,,,,,,,abk
710,Iarbă — Scena de ou,"O suprafață inspirată de frumusețea organică a ouălor—marcată cu delicate zgârieturi, crăpături subtile și fragmente teracotă. Fiecare placă captură o textură minimalistă ancorată în imperfecțiunile tăcute ale naturii.",ceramice,DÉCOR,Egg Scape,False,MOOOI BY ABK,MOOOI BY ABK,,,Pe perete,"120x120, 60x120, 60x60","8,5 mm",Porțelan,,,,,,,abk
711,Izol geometric de cal — Ediție specială,"Panouri care oferă un finisaj luxuriant și artizanal pe pereți sau mobilier. Motive repetate, combinați texturi de beton și țesături pentru un aspect arhitectural îmblânzit. Pentru un efect dramatic mai mare, o serie limitată de păsări inspirate adaugă o prezență poetică și atentă oricărui spațiu.",ceramice,DÉCOR,Special Edition,False,MOOOI BY ABK,MOOOI BY ABK,,,Pe perete,120x280,6 mm,Porțelan,,,,,,,abk
712,Geometrical Rhea Ivory — Special Edition,"Panouri care oferă un finisaj luxuriant și artizanal pe pereți sau mobilier. Motive repetate, combinați texturi de beton și țesături pentru un aspect arhitectural îmblânzit. Pentru un efect dramatic mai mare, o serie limitată de păsări inspirate adaugă o prezență poetică și atentă oricărui spațiu.",ceramice,DÉCOR,Special Edition,False,MOOOI BY ABK,MOOOI BY ABK,,,Pe perete,120x280,6 mm,Porțelan,,,,,,,abk
713,Geometrical Owl Ivory — Special Edition,"Panouri care oferă un finisaj luxuriant și artizanal pe pereți sau mobilier. Motive repetate, combinați texturi de beton și țesături pentru un aspect arhitectural îmblânzit. Pentru un efect dramatic mai mare, o serie limitată de păsări inspirate adaugă o prezență poetică și atentă oricărui spațiu.",ceramice,DÉCOR,Special Edition,False,MOOOI BY ABK,MOOOI BY ABK,,,Pe perete,120x280,6 mm,Porțelan,,,,,,,abk
714,Hypnotic Owl — Special Edition,"Panouri care oferă un finisaj luxuriant și artizanal pe pereți sau mobilier. Motive repetate, combinați texturi de beton și țesături pentru un aspect arhitectural îmblânzit. Pentru un efect dramatic mai mare, o serie limitată de păsări inspirate adaugă o prezență poetică și atentă oricărui spațiu.",ceramice,DÉCOR,Special Edition,False,MOOOI BY ABK,MOOOI BY ABK,,,Pe perete,120x280,6 mm,Porțelan,,,,,,,abk
800,Zahăr,"Ne găsim într-un mediu oniric, imersați în țările franceze, unde - înconjurati de darurile naturii - timpul este marcat de trecerea lentă a sezonelor. Terenul de argilă și puterea plantelor și a florilor se unesc pentru a oferi noi combinații de culori pentru noile noastre plăci ceramice cu efect de beton. Texturile subtile și primite sunt ideale pentru crearea de interioare în care vă simțiți complet acasă.",ceramice,CONCRETE,Homescape,False,,Fondovalle,,Natural,,"120x278 cm, 120x120 cm, 60x120 cm","6 mm, 8.5 mm",Ceramică,,,,,,,fondovalle ceramice
801,Argilă,"Ne găsim într-un mediu oniric, imersați în țările franceze, unde - înconjurati de darurile naturii - timpul este marcat de trecerea lentă a sezonelor. Terenul de argilă și puterea plantelor și a florilor se unesc pentru a oferi noi combinații de culori pentru noile noastre plăci ceramice cu efect de beton. Texturile subtile și primite sunt ideale pentru crearea de interioare în care vă simțiți complet acasă.",ceramice,CONCRETE,Homescape,False,,Fondovalle,,Natural,,"120x278 cm, 120x120 cm, 60x120 cm","6 mm, 8.5 mm",Ceramică,,,,,,,fondovalle ceramice
802,Cărbune,"Ne găsim într-un mediu oniric, imersați în țările franceze, unde - înconjurati de darurile naturii - timpul este marcat de trecerea lentă a sezonelor. Terenul de argilă și puterea plantelor și a florilor se unesc pentru a oferi noi combinații de culori pentru noile noastre plăci ceramice cu efect de beton. Texturile subtile și primite sunt ideale pentru crearea de interioare în care vă simțiți complet acasă.",ceramice,CONCRETE,Homescape,False,,Fondovalle,,Natural,,"120x278 cm, 120x120 cm, 60x120 cm","6 mm, 8.5 mm",Ceramică,,,,,,,fondovalle ceramice
803,Caramel,"Ne găsim într-un mediu oniric, imersați în țările franceze, unde - înconjurati de darurile naturii - timpul este marcat de trecerea lentă a sezonelor. Terenul de argilă și puterea plantelor și a florilor se unesc pentru a oferi noi combinații de culori pentru noile noastre plăci ceramice cu efect de beton. Texturile subtile și primite sunt ideale pentru crearea de interioare în care vă simțiți complet acasă.",ceramice,CONCRETE,Homescape,False,,Fondovalle,,Natural,,"120x278 cm, 120x120 cm, 60x120 cm","6 mm, 8.5 mm",Ceramică,,,,,,,fondovalle ceramice
804,Matcha,"Ne găsim într-un mediu oniric, imersați în țările franceze, unde - înconjurati de darurile naturii - timpul este marcat de trecerea lentă a sezonelor. Terenul de argilă și puterea plantelor și a florilor se unesc pentru a oferi noi combinații de culori pentru noile noastre plăci ceramice cu efect de beton. Texturile subtile și primite sunt ideale pentru crearea de interioare în care vă simțiți complet acasă.",ceramice,CONCRETE,Homescape,False,,Fondovalle,,Natural,,"120x278 cm, 120x120 cm, 60x120 cm","6 mm, 8.5 mm",Ceramică,,,,,,,fondovalle ceramice
805,Gesso,"Pământul este cel mai vechi material de construcție din lume, iar el a fost primul pigment folosit de om pentru a adăuga culoare atât lui însuși, cât și mediului înconjurător. Din această experiență a originat o nouă utilizare, care a păstrat tradițiile Italiei și a dus la crearea unei selecții de amestecuri de lut cu o culoare puternică și texte dinamice. Cu această colecție, scopul nostru a fost de a îmbunătăți originile ancestrale ale pământului ca material. Prin combinarea pattern-urilor și texturilor de pământ cu pigmenți puri, materialul devine un personaj principal, transformându-se într-o nouă, intensă și în schimbare continuă opțiune de placă.",ceramice,CONCRETE,Pigmento,False,,Fondovalle,,"Natural, Antiderapant Exterior",,"120x278 cm, 120x120 cm, 60x120 cm, 80x80 cm",6 mm,Ceramică,,,,,,,fondovalle ceramice
806,Fango,"Pământul este cel mai vechi material de construcție din lume, iar el a fost primul pigment folosit de om pentru a adăuga culoare atât lui însuși, cât și mediului înconjurător. Din această experiență a originat o nouă utilizare, care a păstrat tradițiile Italiei și a dus la crearea unei selecții de amestecuri de lut cu o culoare puternică și texte dinamice. Cu această colecție, scopul nostru a fost de a îmbunătăți originile ancestrale ale pământului ca material. Prin combinarea pattern-urilor și texturilor de pământ cu pigmenți puri, materialul devine un personaj principal, transformându-se într-o nouă, intensă și în schimbare continuă opțiune de placă.",ceramice,CONCRETE,Pigmento,False,,Fondovalle,,"Natural, Antiderapant Exterior",,"120x278 cm, 120x120 cm, 60x120 cm, 80x80 cm",6 mm,Ceramică,,,,,,,fondovalle ceramice
807,Polvere,"Pământul este cel mai vechi material de construcție din lume, iar el a fost primul pigment folosit de om pentru a adăuga culoare atât lui însuși, cât și mediului înconjurător. Din această experiență a originat o nouă utilizare, care a păstrat tradițiile Italiei și a dus la crearea unei selecții de amestecuri de lut cu o culoare puternică și texte dinamice. Cu această colecție, scopul nostru a fost de a îmbunătăți originile ancestrale ale pământului ca material. Prin combinarea pattern-urilor și texturilor de pământ cu pigmenți puri, materialul devine un personaj principal, transformându-se într-o nouă, intensă și în schimbare continuă opțiune de placă.",ceramice,CONCRETE,Pigmento,False,,Fondovalle,,"Natural, Antiderapant Exterior",,"120x278 cm, 120x120 cm, 60x120 cm, 80x80 cm",6 mm,Ceramică,,,,,,,fondovalle ceramice
808,Carbone,"Pământul este cel mai vechi material de construcție din lume, iar el a fost primul pigment folosit de om pentru a adăuga culoare atât lui însuși, cât și mediului înconjurător. Din această experiență a originat o nouă utilizare, care a păstrat tradițiile Italiei și a dus la crearea unei selecții de amestecuri de lut cu o culoare puternică și texte dinamice. Cu această colecție, scopul nostru a fost de a îmbunătăți originile ancestrale ale pământului ca material. Prin combinarea pattern-urilor și texturilor de pământ cu pigmenți puri, materialul devine un personaj principal, transformându-se într-o nouă, intensă și în schimbare continuă opțiune de placă.",ceramice,CONCRETE,Pigmento,False,,Fondovalle,,"Natural, Antiderapant Exterior",,"120x278 cm, 120x120 cm, 60x120 cm",6 mm,Ceramică,,,,,,,fondovalle ceramice
809,Oro,"Pământul este cel mai vechi material de construcție din lume, iar el a fost primul pigment folosit de om pentru a adăuga culoare atât lui însuși, cât și mediului înconjurător. Din această experiență a originat o nouă utilizare, care a păstrat tradițiile Italiei și a dus la crearea unei selecții de amestecuri de lut cu o culoare puternică și texte dinamice. Cu această colecție, scopul nostru a fost de a îmbunătăți originile ancestrale ale pământului ca material. Prin combinarea pattern-urilor și texturilor de pământ cu pigmenți puri, materialul devine un personaj principal, transformându-se într-o nouă, intensă și în schimbare continuă opțiune de placă.",ceramice,CONCRETE,Pigmento,False,,Fondovalle,,"Natural, Antiderapant Exterior",,"120x278 cm, 120x120 cm, 60x120 cm",6 mm,Ceramică,,,,,,,fondovalle ceramice
